cxy,cyx,cxz,min_abs,site,max_weight,maj_score
0.12,0.15,0.0,2.5993704198650487e-14,198,0.16128567843246475,0.5020138406036618
0.12,0.15,0.0125,2.5993704198650487e-14,198,0.16128567843246475,0.5020138406036618
0.12,0.15,0.025,2.5993704198650487e-14,198,0.16128567843246475,0.5020138406036618
0.12,0.15,0.037500000000000006,2.5993704198650487e-14,198,0.16128567843246475,0.5020138406036618
0.12,0.15,0.05,2.5993704198650487e-14,198,0.16128567843246475,0.5020138406036618
0.12,0.16,0.0,8.629598074261826e-15,198,0.18003363631969532,0.895505049132443
0.12,0.16,0.0125,8.629598074261826e-15,198,0.18003363631969532,0.895505049132443
0.12,0.16,0.025,8.629598074261826e-15,198,0.18003363631969532,0.895505049132443
0.12,0.16,0.037500000000000006,8.629598074261826e-15,198,0.18003363631969532,0.895505049132443
0.12,0.16,0.05,8.629598074261826e-15,198,0.18003363631969532,0.895505049132443
0.12,0.16999999999999998,0.0,2.8332853341126403e-15,198,0.21234448194354516,0.4755105038629353
0.12,0.16999999999999998,0.0125,2.8332853341126403e-15,198,0.21234448194354516,0.4755105038629353
0.12,0.16999999999999998,0.025,2.8332853341126403e-15,198,0.21234448194354516,0.4755105038629353
0.12,0.16999999999999998,0.037500000000000006,2.8332853341126403e-15,198,0.21234448194354516,0.4755105038629353
0.12,0.16999999999999998,0.05,2.8332853341126403e-15,198,0.21234448194354516,0.4755105038629353
0.12,0.18,0.0,5.29045635386415e-16,198,0.2760540945842572,0.8950063258285141
0.12,0.18,0.0125,5.29045635386415e-16,198,0.2760540945842572,0.8950063258285141
0.12,0.18,0.025,5.29045635386415e-16,198,0.2760540945842572,0.8950063258285141
0.12,0.18,0.037500000000000006,5.29045635386415e-16,198,0.2760540945842572,0.8950063258285141
0.12,0.18,0.05,5.29045635386415e-16,198,0.2760540945842572,0.8950063258285141
0.12,0.19,0.0,4.639921776786422e-16,198,0.30805320503932865,0.5606354645870502
0.12,0.19,0.0125,4.639921776786422e-16,198,0.30805320503932865,0.5606354645870502
0.12,0.19,0.025,4.639921776786422e-16,198,0.30805320503932865,0.5606354645870502
0.12,0.19,0.037500000000000006,4.639921776786422e-16,198,0.30805320503932865,0.5606354645870502
0.12,0.19,0.05,4.639921776786422e-16,198,0.30805320503932865,0.5606354645870502
0.12,0.2,0.0,7.671817333018764e-16,198,0.3199551416721844,0.7275232936932248
0.12,0.2,0.0125,7.671817333018764e-16,198,0.3199551416721844,0.7275232936932248
0.12,0.2,0.025,7.671817333018764e-16,198,0.3199551416721844,0.7275232936932248
0.12,0.2,0.037500000000000006,7.671817333018764e-16,198,0.3199551416721844,0.7275232936932248
0.12,0.2,0.05,7.671817333018764e-16,198,0.3199551416721844,0.7275232936932248
0.12,0.21,0.0,6.717737802432196e-16,198,0.3249181867709101,0.7989738920486102
0.12,0.21,0.0125,6.717737802432196e-16,198,0.3249181867709101,0.7989738920486102
0.12,0.21,0.025,6.717737802432196e-16,198,0.3249181867709101,0.7989738920486102
0.12,0.21,0.037500000000000006,6.717737802432196e-16,198,0.3249181867709101,0.7989738920486102
0.12,0.21,0.05,6.717737802432196e-16,198,0.3249181867709101,0.7989738920486102
0.13,0.09,0.0,8.332895762821146e-12,198,0.13502213294693155,0.8369864034573385
0.13,0.09,0.0125,8.332895762821146e-12,198,0.13502213294693155,0.8369864034573385
0.13,0.09,0.025,8.332895762821146e-12,198,0.13502213294693155,0.8369864034573385
0.13,0.09,0.037500000000000006,8.332895762821146e-12,198,0.13502213294693155,0.8369864034573385
0.13,0.09,0.05,8.332895762821146e-12,198,0.13502213294693155,0.8369864034573385
0.13,0.09999999999999999,0.0,2.5578181895465695e-12,198,0.1384790136488542,0.7074159964801979
0.13,0.09999999999999999,0.0125,2.5578181895465695e-12,198,0.1384790136488542,0.7074159964801979
0.13,0.09999999999999999,0.025,2.5578181895465695e-12,198,0.1384790136488542,0.7074159964801979
0.13,0.09999999999999999,0.037500000000000006,2.5578181895465695e-12,198,0.1384790136488542,0.7074159964801979
0.13,0.09999999999999999,0.05,2.5578181895465695e-12,198,0.1384790136488542,0.7074159964801979
0.13,0.11,0.0,7.758457563710833e-13,198,0.14191455064237266,0.49190296546326767
0.13,0.11,0.0125,7.758457563710833e-13,198,0.14191455064237266,0.49190296546326767
0.13,0.11,0.025,7.758457563710833e-13,198,0.14191455064237266,0.49190296546326767
0.13,0.11,0.037500000000000006,7.758457563710833e-13,198,0.14191455064237266,0.49190296546326767
0.13,0.11,0.05,7.758457563710833e-13,198,0.14191455064237266,0.49190296546326767
0.13,0.12,0.0,2.278121455034528e-13,198,0.1460666798821808,0.8183626356343782
0.13,0.12,0.0125,2.278121455034528e-13,198,0.1460666798821808,0.8183626356343782
0.13,0.12,0.025,2.278121455034528e-13,198,0.1460666798821808,0.8183626356343782
0.13,0.12,0.037500000000000006,2.278121455034528e-13,198,0.1460666798821808,0.8183626356343782
0.13,0.12,0.05,2.278121455034528e-13,198,0.1460666798821808,0.8183626356343782
0.13,0.13,0.0,6.287978640887363e-14,198,0.15185153698204512,0.7071067506605972
0.13,0.13,0.0125,6.287978640887363e-14,198,0.15185153698204512,0.7071067506605972
0.13,0.13,0.025,6.287978640887363e-14,198,0.15185153698204512,0.7071067506605972
0.13,0.13,0.037500000000000006,6.287978640887363e-14,198,0.15185153698204512,0.7071067506605972
0.13,0.13,0.05,6.287978640887363e-14,198,0.15185153698204512,0.7071067506605972
0.13,0.14,0.0,1.6111634472717056e-14,198,0.1638119313310865,0.6297417497186055
0.13,0.14,0.0125,1.6111634472717056e-14,198,0.1638119313310865,0.6297417497186055
0.13,0.14,0.025,1.6111634472717056e-14,198,0.1638119313310865,0.6297417497186055
0.13,0.14,0.037500000000000006,1.6111634472717056e-14,198,0.1638119313310865,0.6297417497186055
0.13,0.14,0.05,1.6111634472717056e-14,198,0.1638119313310865,0.6297417497186055
0.13,0.15,0.0,3.6505337069638975e-15,198,0.19390466832505,0.8008985696700794
0.13,0.15,0.0125,3.6505337069638975e-15,198,0.19390466832505,0.8008985696700794
0.13,0.15,0.025,3.6505337069638975e-15,198,0.19390466832505,0.8008985696700794
0.13,0.15,0.037500000000000006,3.6505337069638975e-15,198,0.19390466832505,0.8008985696700794
0.13,0.15,0.05,3.6505337069638975e-15,198,0.19390466832505,0.8008985696700794
0.13,0.16,0.0,8.514796158833675e-16,198,0.2697480383943526,0.5970214266394474
0.13,0.16,0.0125,8.514796158833675e-16,198,0.2697480383943526,0.5970214266394474
0.13,0.16,0.025,8.514796158833675e-16,198,0.2697480383943526,0.5970214266394474
0.13,0.16,0.037500000000000006,8.514796158833675e-16,198,0.2697480383943526,0.5970214266394474
