tc,cross_comp_2,score,target_residual,braid_res,ybe_res,best_axis
0.9750000000000001,-0.04166666666666667,5.411102634008339,1.9654912222685323,2.3242891050406977,1.1213223066991092,y
0.9750000000000001,-0.03333333333333334,5.150265400438692,1.9012298394516012,2.1791518527102243,1.0698837082768662,y
0.9750000000000001,-0.02500000000000001,4.885929084291619,1.8346536019409794,2.0340299541893203,1.0172455281613189,y
0.9750000000000001,-0.016666666666666677,4.620751851639648,1.7658241123718288,1.890607464388311,0.964320274879508,y
0.9750000000000001,-0.008333333333333345,4.357988808623225,1.6948163336800703,1.7509563044685887,0.9122161704745658,y
0.9750000000000001,0.0,4.1016534904539945,1.6217205914849964,1.6176688432847008,0.8622640556842975,x
0.9750000000000001,0.008333333333333331,3.8566937720842907,1.5466452043851764,1.4940161874252218,0.8160323802738921,x
0.9750000000000001,0.016666666666666663,3.6291251750422857,1.4697200062995608,1.384093813779946,0.775311354962779,z
0.9750000000000001,0.024999999999999994,3.4259936454875493,1.3911011527064996,1.2928544768253956,0.7420380159556542,z
0.9750000000000001,0.033333333333333326,3.2549548599289686,1.3109778008530164,1.2258440762296436,0.7181329828463087,z
0.9750000000000001,0.04166666666666666,3.1232587221040955,1.2295815659197789,1.188434366124988,0.7052427900593282,z
0.9750000000000001,0.04999999999999999,3.036205693702647,1.1472001517909247,1.1845681461524633,0.7044373957592591,z
0.9750000000000001,0.05833333333333332,2.995706317258124,1.0641973520186856,1.2155352874661736,0.715973677773265,z
0.9750000000000001,0.06666666666666665,2.9998626720879384,0.9810428944618771,1.2795812048483852,0.7392385727776764,z
0.9750000000000001,0.07499999999999998,3.043885718945491,0.8983576159583574,1.372628626067456,0.7728994769196776,z
0.9750000000000001,0.08333333333333331,3.1217075630601245,0.8169824507178048,1.489545171379375,0.8151799409629443,z
0.9750000000000001,0.09166666666666665,3.227426722100693,0.7380835107047757,1.6252039563679834,0.8641392550279337,z
0.9750000000000001,0.1,3.3562165834302364,0.6633078691797611,1.775032400715258,0.9178763135352168,z
0.9833333333333334,-0.1,5.62697187291395,1.7304667791834285,3.02119631929994,0.8753087744305812,z
0.9833333333333334,-0.09166666666666667,5.536941384043237,1.7965355349577,2.8920153052889224,0.8483905437966148,y
0.9833333333333334,-0.08333333333333334,5.436558326439028,1.8616542857815122,2.756351794729553,0.818552245927963,y
0.9833333333333334,-0.07500000000000001,5.326187805295705,1.9257003293715014,2.6145764210934903,0.7859110548307131,y
